study_hours_per_day,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,assignments_completed,attendance_percentage,focus_score,sleep_hours,stress_level,exercise_minutes,productivity_score,productivity_label
9.15,5.31,5.71,4.93,3.1,3,479,0,42.54,53,4.855,7.5,28.0,35.14699812907458,Low
0.78,10.53,0.63,1.62,1.45,8,297,1,86.24,90,5.16,4.0,60.0,45.85064589255994,Low
7.78,3.89,4.98,5.36,1.87,12,465,17,55.01,80,5.98,6.0,80.0,87.71158183834069,High
9.11,10.0,2.97,4.69,3.48,5,289,17,75.86,70,5.890000000000001,4.0,62.0,77.31001403163773,High
7.82,5.58,1.0,3.85,0.65,9,361,19,91.27,45,6.365,4.5,46.0,92.30789829125086,High
7.57,7.65,5.09,1.8,2.03,10,112,6,84.19,78,6.365,3.5,45.5,62.52172224101889,Medium
8.51,4.7,2.15,5.04,0.51,4,426,10,97.5,62,6.8,8.0,65.5,83.64646741562666,High
6.83,11.04,1.36,1.16,5.3,9,67,6,91.19,67,8.245000000000001,8.0,25.0,50.1863327626931,Medium
4.52,1.72,0.75,5.35,3.34,1,135,19,64.95,33,6.795,3.0,38.0,82.6703828679176,High
1.1,3.0,3.21,4.54,3.16,4,408,11,62.48,77,7.95,4.0,61.0,63.86200569566768,Medium
7.99,2.83,4.97,2.09,4.42,2,423,18,85.73,85,6.725,2.5,47.0,100.0,High
9.1,3.49,7.8,1.05,0.18,1,386,13,57.47,85,8.92,2.5,76.5,99.3397176765684,High
5.36,5.73,2.7,2.65,4.36,4,476,8,61.88,56,6.02,5.0,83.0,64.03283949187045,Medium
5.56,1.84,4.9,0.79,5.52,8,279,2,90.73,34,7.24,5.0,84.0,54.84161023406104,Medium
4.33,0.95,0.94,2.91,5.28,10,75,15,48.03,96,8.940000000000001,2.5,92.5,94.29907842078096,High
8.64,7.01,7.49,1.36,1.0,6,364,18,41.32,99,7.38,7.5,93.5,65.57266398659368,Medium
0.64,6.27,5.93,0.03,1.92,9,12,3,97.19,55,8.52,4.5,47.5,50.61064774592958,Medium
6.43,4.42,5.69,3.19,0.74,4,3,0,52.98,62,6.13,5.5,61.0,57.86333604422366,Medium
9.12,2.46,4.38,1.8,3.01,2,371,13,48.83,63,5.17,6.0,29.0,73.0384631773292,High
1.48,1.85,4.51,3.67,1.42,13,197,13,75.3,70,5.9,2.5,81.0,85.14402327212433,High
9.61,10.72,3.57,1.88,0.98,1,33,7,93.65,36,8.95,2.5,84.0,66.45561568051981,Medium
9.69,5.5,0.37,4.11,1.54,4,114,12,63.7,98,6.495,7.5,76.0,100.0,High
9.33,11.45,0.56,4.0,3.34,8,114,11,81.3,70,5.785,7.5,51.5,81.88086378749759,High
4.89,4.24,1.54,0.15,2.58,8,472,12,77.68,85,7.625,2.5,86.0,76.59969283257131,High
4.14,7.55,1.51,4.13,0.45,6,25,2,64.71,75,6.35,6.0,75.5,58.04819671543844,Medium
7.21,7.03,0.46,1.1,2.63,13,382,0,45.29,35,4.72,5.5,56.5,60.2752096197958,Medium
3.53,2.37,3.97,4.92,1.83,11,472,12,95.66,35,6.335,6.0,60.5,61.60228612622754,Medium
1.15,6.18,4.07,0.71,5.87,11,29,9,98.71,42,7.265,3.0,52.0,73.9393487950574,High
9.06,6.07,4.8,1.48,4.22,10,30,19,72.77,36,5.365,6.5,44.5,73.35815519098774,High
6.53,6.32,6.3,3.44,2.21,11,443,7,47.24,54,5.535,5.5,57.5,60.36298214124716,Medium
2.47,3.97,7.49,2.52,0.72,10,151,10,82.57,81,8.425,7.0,46.5,59.63985933033107,Medium
0.67,3.29,7.58,5.95,0.36,6,368,2,43.93,63,6.99,4.5,50.0,43.78970365507781,Low
7.37,5.22,7.2,4.32,3.87,13,305,12,75.54,49,5.595,5.0,49.0,57.96049579664209,Medium
8.6,11.11,5.93,1.32,0.44,10,295,4,69.3,93,7.300000000000001,3.5,48.0,88.45488089475774,High
4.35,7.05,5.36,4.4,4.41,2,101,11,43.12,57,7.075,6.0,99.5,57.0924967538697,Medium
1.27,5.89,0.94,2.14,0.68,13,81,0,49.23,94,7.439999999999999,5.5,79.0,55.76804823000414,Medium
6.66,2.75,5.25,0.14,0.31,5,385,6,48.31,96,5.455,3.0,89.5,79.77638337596386,High
3.32,11.15,1.26,1.69,5.93,5,164,8,82.63,87,5.535,5.0,89.5,30.053218568823464,Low
1.87,8.09,5.96,5.65,5.77,13,478,16,85.8,64,5.46,3.5,75.0,50.96093732889209,Medium
5.35,11.87,1.3,0.77,3.45,4,302,1,45.94,58,5.92,7.0,65.0,36.24516315624909,Low
5.08,2.44,5.45,3.43,5.47,10,336,6,61.02,67,5.3100000000000005,3.0,89.5,59.15321728455273,Medium
5.41,4.99,0.58,5.87,5.83,10,193,14,47.74,83,7.92,5.0,41.0,69.37089889224615,Medium
8.33,4.33,2.51,3.12,2.66,3,34,13,95.01,64,4.555,9.0,42.0,51.10590925322665,Medium
5.1,4.32,2.99,1.98,0.06,7,470,8,43.55,56,7.135,4.0,46.0,71.3021373161279,Medium
9.06,0.88,2.51,3.59,3.72,2,499,4,64.18,79,7.635,6.0,64.5,89.75280011955623,High
8.5,6.69,2.49,1.54,2.39,9,161,3,54.44,96,8.68,6.0,56.5,70.68254807095175,Medium
6.69,7.5,4.26,4.65,4.04,9,255,19,96.18,77,6.1850000000000005,6.5,56.0,74.3632248927752,High
1.04,1.04,6.59,5.18,1.07,9,217,14,92.6,33,6.975,3.0,23.0,56.82478310775707,Medium
8.72,10.62,6.99,2.11,5.92,9,151,14,61.45,35,8.530000000000001,3.5,72.0,39.30571558064379,Low
9.1,2.82,0.59,4.64,4.62,6,178,1,66.09,50,7.4,3.0,63.0,65.57488410507021,Medium
4.06,2.2,1.54,5.01,1.77,2,401,17,45.48,90,8.255,5.5,39.0,88.60980692972414,High
5.5,2.57,2.47,2.45,4.63,13,415,12,63.86,96,7.994999999999999,5.0,37.5,85.80436372812432,High
3.17,5.35,5.47,5.7,5.11,3,258,19,73.18,54,5.74,3.0,91.0,71.37722132569253,Medium
0.64,1.45,3.22,4.14,2.96,6,7,15,62.26,30,6.390000000000001,4.0,26.5,51.99567673873598,Medium
5.05,9.97,3.81,2.74,2.44,7,179,2,45.09,34,8.04,5.5,38.0,43.53987367186551,Low
1.73,8.32,6.28,3.66,1.42,7,116,4,52.8,49,7.755,8.5,51.5,48.84659195474856,Low
2.24,5.93,5.14,2.98,5.01,5,96,5,56.07,97,6.58,5.5,72.5,46.220664165722496,Low
5.07,6.26,4.7,0.99,2.46,14,20,13,86.22,95,5.915,4.0,67.5,83.81389237926776,High
8.74,5.17,4.64,2.77,4.79,7,130,10,52.2,32,5.6,6.5,81.5,63.92212234555058,Medium
8.52,8.73,1.59,3.35,5.24,2,13,9,81.46,71,8.265,5.5,31.0,58.56652164089017,Medium
9.67,11.46,0.89,0.96,3.32,6,289,2,58.81,77,5.08,7.0,59.0,59.15143518824328,Medium
5.09,6.87,2.61,5.35,1.05,3,238,14,46.65,48,5.85,5.5,102.0,72.59419849495681,High
5.74,6.98,6.15,3.58,0.23,14,61,14,70.11,82,8.705,3.0,98.5,76.65803193936735,High
8.31,6.51,6.83,2.78,4.24,14,315,1,89.51,45,4.615,5.5,47.5,44.39387206041523,Low
7.15,10.97,6.38,4.71,5.16,7,67,5,58.24,68,7.359999999999999,5.5,82.5,57.23123947130662,Medium
2.24,7.81,1.26,4.6,5.19,14,389,10,75.26,41,5.975,4.5,39.0,46.74627629020856,Low
4.28,10.56,7.35,2.32,2.14,14,213,6,89.65,59,5.425,6.0,53.0,29.827018759059342,Low
9.33,7.22,3.1,2.68,1.27,14,422,3,56.03,74,7.435,2.5,38.0,83.83807494883467,High
1.89,8.53,6.7,2.82,0.35,9,307,4,45.51,81,6.994999999999999,5.5,85.5,47.06080057767261,Low
2.49,8.04,5.01,0.89,1.39,6,152,3,53.49,65,5.845,4.0,92.0,34.90329636394057,Low
4.31,5.57,6.35,4.35,1.55,6,52,16,91.49,78,6.285,4.0,82.0,70.107491888887,Medium
9.43,2.08,0.24,1.06,3.51,2,132,8,59.7,69,7.34,6.0,48.0,94.78432569047963,High
1.58,5.35,3.48,0.43,1.43,13,22,16,50.63,77,7.744999999999999,6.5,69.5,71.58991041104404,Medium
6.89,10.53,4.85,4.03,1.44,11,490,7,70.26,76,7.395,7.5,81.5,71.20397700688969,Medium
1.76,8.04,2.96,0.49,2.07,14,88,19,77.08,97,5.035,7.0,42.0,71.93821956392755,Medium
5.48,11.35,6.32,5.2,3.95,2,205,17,67.74,67,8.485,4.0,64.5,72.62371204912863,High
5.6,3.71,5.79,1.99,2.39,7,237,3,59.44,83,5.855,6.0,56.0,70.56928355144649,Medium
0.9,5.93,3.12,1.4,4.39,14,416,19,69.53,32,7.475,3.5,66.0,55.53895432140863,Medium
9.56,9.05,3.51,2.57,2.6,8,56,13,94.2,95,4.65,5.0,46.5,89.05093664723218,High
8.16,2.02,3.93,2.9,4.77,2,88,1,78.84,90,6.5600000000000005,7.5,38.5,69.64661358744652,Medium
3.38,1.63,4.36,0.85,2.76,12,79,11,65.88,84,6.324999999999999,8.0,50.5,76.97397401152482,High
1.74,9.16,2.39,5.35,4.91,7,417,3,88.88,83,5.65,5.5,61.5,42.75996363919737,Low
3.78,8.15,1.83,1.07,5.05,10,29,11,40.12,69,5.1,6.0,98.5,38.0074276015316,Low
9.0,6.03,0.9,3.06,4.63,6,14,5,51.79,96,6.215,2.5,64.0,88.75450118520153,High
1.76,1.27,1.12,3.61,3.21,14,345,4,72.26,68,7.94,4.5,77.5,71.1589687693068,Medium
3.82,7.72,3.74,3.9,3.85,4,346,14,79.34,97,8.280000000000001,2.0,62.5,65.41645450782289,Medium
5.2,8.19,5.32,3.06,0.13,14,84,1,69.55,67,8.690000000000001,3.0,48.0,54.98116387710117,Medium
0.81,3.96,5.33,1.56,1.69,7,201,16,79.04,61,6.835,6.5,53.5,61.68381984281493,Medium
3.05,1.53,3.65,0.42,2.41,2,326,3,76.69,60,6.125,7.5,63.0,46.98056777339862,Low
6.16,6.3,4.95,5.66,0.32,11,263,19,73.88,40,6.9350000000000005,7.0,68.5,60.77029793131732,Medium
3.58,6.09,7.67,4.79,4.95,7,371,4,48.67,33,7.71,7.5,38.5,44.651281757186446,Low
8.77,3.89,7.86,1.66,1.65,11,166,6,66.53,36,6.835,6.0,34.5,60.09695449712776,Medium
9.4,6.98,6.76,0.61,1.06,10,479,8,66.38,66,6.395,7.5,66.5,73.34626577672972,High
4.69,7.5,7.32,5.86,5.53,1,124,12,53.72,44,5.67,5.5,55.5,47.45976959481522,Low
5.55,11.11,1.09,5.26,0.04,7,380,7,93.68,53,6.525,5.0,95.5,62.881906355700366,Medium
6.49,9.4,2.23,3.66,4.27,10,313,12,92.77,82,5.845000000000001,4.5,70.0,70.01682670382478,Medium
6.81,9.81,7.63,3.1,0.25,8,215,4,58.13,90,5.37,4.5,75.0,58.804600163168814,Medium
1.1,2.64,1.04,1.72,2.08,9,149,15,53.07,65,8.209999999999999,5.0,40.0,69.69323549450746,Medium
1.01,5.77,7.0,2.11,1.67,11,258,1,63.52,77,6.84,3.0,50.5,36.84532875578773,Low
8.72,2.89,3.51,5.2,2.51,9,433,1,42.07,92,6.925000000000001,7.5,16.5,72.49675602241133,High
2.59,2.65,7.8,3.47,1.94,2,372,16,93.83,57,6.029999999999999,4.5,34.5,61.68661688674527,Medium
6.05,6.31,5.73,5.38,4.36,6,147,13,51.48,47,6.904999999999999,6.0,54.0,61.78422287825914,Medium
6.43,3.72,2.7,5.2,3.81,7,415,12,53.44,87,4.67,7.5,24.5,83.42606872740156,High
2.06,2.97,0.94,2.53,3.03,11,227,1,66.94,86,6.0200000000000005,4.0,23.0,68.84263909106832,Medium
7.74,8.85,1.91,0.87,2.14,14,157,0,74.65,52,6.875,4.5,75.5,58.90362516483152,Medium
8.73,0.89,5.63,5.66,0.44,2,243,7,66.34,57,6.69,5.0,50.5,81.29080638489276,High
3.21,9.15,2.57,4.82,3.83,2,245,17,70.16,49,6.635,3.5,94.0,70.20003703756808,Medium
8.84,10.83,7.59,2.19,1.58,4,388,11,92.44,44,8.355,4.0,75.5,65.58581827396392,Medium
1.27,8.6,4.28,5.31,1.46,3,195,15,88.97,91,5.31,6.5,44.5,55.564454695102135,Medium
8.1,2.72,4.2,2.18,4.51,5,155,9,40.66,77,6.27,6.0,73.0,74.9694053692918,High
6.58,8.96,6.46,3.89,1.81,8,136,15,68.98,33,5.795,4.5,59.0,55.5478018117244,Medium
6.04,6.27,6.38,1.88,4.45,14,160,2,84.21,94,6.095000000000001,4.0,77.0,66.66430102168229,Medium
2.69,7.84,5.5,5.45,4.5,9,195,3,81.84,80,7.12,2.5,41.5,55.64000361599702,Medium
3.94,5.02,7.62,0.23,0.93,11,294,15,61.44,47,8.505,5.0,52.0,69.68597153810539,Medium
9.15,2.69,4.64,4.08,1.76,4,481,0,81.01,84,7.18,2.5,53.5,94.22681746099032,High
4.92,0.76,7.2,1.15,3.43,9,225,17,78.0,37,8.795,2.0,69.5,68.41913869058494,Medium
6.15,9.02,3.76,0.57,5.9,12,247,6,55.62,63,5.565,3.5,34.0,51.56154015303066,Medium
9.39,5.41,6.1,3.49,2.07,13,312,11,52.6,49,5.135,4.5,24.0,62.995343694659816,Medium
4.93,3.28,1.87,4.39,5.16,8,143,6,44.32,72,7.57,8.0,99.0,56.55259546697573,Medium
4.19,7.66,6.8,5.95,5.18,1,159,9,66.16,60,6.775,7.5,32.0,51.83283525384502,Medium
8.99,9.61,2.82,0.74,1.89,7,434,5,71.07,44,8.07,6.5,73.0,62.5281744949384,Medium
9.15,6.58,5.81,1.38,5.78,11,106,3,42.36,41,5.279999999999999,9.0,69.0,39.318612522404,Low
3.87,9.26,2.58,5.88,0.34,13,59,0,64.11,36,6.92,3.5,22.5,46.74450833965767,Low
6.12,4.39,7.63,1.37,1.56,6,495,10,45.48,81,5.835,5.5,47.5,62.86490232582892,Medium
9.66,8.01,1.53,3.73,3.13,3,21,3,44.51,73,8.485,3.5,59.5,73.25504676920099,High
1.03,7.58,4.22,4.01,0.54,11,257,2,57.23,62,8.995000000000001,3.0,41.0,46.802187289762045,Low
0.88,2.49,3.16,4.86,4.83,2,391,1,71.21,79,8.2,5.0,30.0,57.6906782097447,Medium
5.41,8.99,4.28,2.19,1.1,9,471,6,76.65,85,6.029999999999999,8.5,59.0,69.60978593809102,Medium
3.27,9.24,1.85,0.78,5.42,13,77,16,73.86,93,6.795,2.5,60.0,79.38280874111624,High
6.03,8.05,4.03,0.28,5.85,11,411,11,97.81,83,7.12,3.5,93.0,94.93364145171992,High
7.38,4.86,1.05,0.53,4.41,6,323,4,53.57,66,7.38,3.5,78.5,86.83746346266831,High
1.16,6.78,1.85,3.36,3.77,13,481,18,66.73,86,6.609999999999999,6.0,45.0,90.67967795838524,High
8.88,5.54,5.38,2.18,3.51,1,90,19,70.06,74,6.025,7.5,68.0,91.73058264324612,High
3.13,0.53,3.75,4.95,4.23,3,289,0,52.43,44,6.31,5.5,70.0,40.38685700577868,Low
4.12,0.63,3.98,2.44,5.29,7,4,2,54.79,59,8.355,4.5,56.0,72.25859634358528,High
3.7,2.76,7.45,3.12,4.28,3,313,15,78.96,46,7.505,6.0,28.5,63.029687871484576,Medium
8.48,11.0,1.72,5.7,4.78,8,358,13,91.5,51,8.344999999999999,3.0,96.5,90.763473143837,High
2.12,7.76,4.41,3.19,1.68,14,396,1,64.7,55,6.15,5.5,81.0,55.80154553834114,Medium
0.77,4.98,4.25,4.78,4.96,9,193,0,75.38,42,5.9,4.5,100.5,35.07245384764595,Low
9.73,7.48,3.56,4.58,1.04,9,421,6,98.99,43,5.859999999999999,8.5,69.0,71.35329079038192,Medium
9.82,1.23,6.64,1.53,0.17,7,253,19,86.62,76,6.92,6.0,68.5,92.74180815289688,High
2.95,1.7,4.53,3.23,3.01,14,360,10,46.7,50,7.955,3.0,86.5,60.654452248517664,Medium
0.59,1.43,6.56,0.89,2.55,11,434,11,99.97,86,7.205,7.5,51.0,67.85631887085414,Medium
6.64,9.9,6.88,1.39,1.88,7,400,3,81.74,78,7.995,7.5,74.0,65.71951642705913,Medium
6.66,12.0,0.57,5.78,1.01,10,470,15,49.52,47,6.9750000000000005,3.0,16.0,68.96175499051212,Medium
9.43,3.07,7.5,1.01,2.5,10,349,16,53.96,34,7.11,3.0,34.5,86.0218843942674,High
3.34,6.05,6.11,5.77,4.35,8,475,0,80.42,79,6.445,7.5,67.0,26.646768736609285,Low
2.3,2.03,3.87,4.21,5.03,4,254,11,90.4,58,8.22,3.0,95.0,75.46988539959837,High
6.36,10.64,6.56,5.19,2.13,10,314,16,71.22,70,7.615,4.0,69.0,81.90405291476881,High
5.85,2.29,1.84,1.28,0.23,10,103,15,74.25,73,7.755,3.5,34.5,92.9347229092845,High
7.32,6.54,6.56,2.32,1.03,2,105,3,51.75,99,7.220000000000001,6.5,32.5,62.35944049296055,Medium
8.91,7.19,4.45,5.02,1.3,6,462,17,76.78,41,6.675,7.0,88.0,53.38424818685618,Medium
5.82,6.03,3.55,4.71,5.23,5,215,15,74.89,56,8.155000000000001,4.0,77.0,68.79612849222885,Medium
1.93,1.2,4.57,4.3,1.23,11,159,1,66.28,72,5.315,6.0,38.5,57.36424727083696,Medium
6.18,8.38,5.73,1.79,0.28,14,129,9,43.25,37,6.93,2.5,72.0,63.08570060594692,Medium
4.05,10.69,2.22,2.84,2.92,12,304,13,79.69,81,8.325,2.0,53.0,90.04766905834343,High
4.8,1.54,0.78,2.83,0.46,7,141,5,71.13,90,6.76,3.0,42.0,93.08506565979434,High
9.62,8.87,7.25,5.67,0.58,9,348,15,69.16,84,7.45,4.5,101.5,80.96422303073409,High
5.77,9.94,7.6,3.88,2.22,12,326,6,97.87,72,8.14,7.5,59.0,51.98967629462712,Medium
1.92,2.38,5.0,2.05,5.17,11,92,7,74.63,95,7.629999999999999,3.0,62.0,64.43174690609005,Medium
4.71,11.93,4.09,3.07,5.23,11,58,0,95.88,44,6.135,5.5,59.0,38.845763104584485,Low
2.67,3.93,0.43,5.32,4.65,8,133,0,81.21,95,8.115,3.5,44.0,73.93117665154425,High
1.79,4.06,3.33,4.33,0.75,13,291,11,51.7,99,5.005,6.5,77.5,63.303314461679314,Medium
7.27,7.02,2.72,3.66,2.49,5,46,1,73.4,40,6.675000000000001,7.0,44.5,41.00281624593733,Low
6.47,9.92,3.07,3.24,1.28,9,271,12,84.81,57,7.49,4.5,71.0,71.9376766550167,Medium
5.23,5.77,5.75,3.04,0.82,14,412,12,84.8,73,6.800000000000001,5.0,34.0,83.91761109936071,High
4.52,6.78,2.89,2.72,4.29,4,314,17,46.83,95,5.86,2.0,63.0,89.49234421636615,High
3.56,7.6,6.33,5.35,1.3,6,91,19,46.19,48,8.620000000000001,6.5,35.5,41.64037641628979,Low
1.34,9.61,7.93,0.23,5.91,4,498,2,41.36,76,7.68,6.0,25.0,35.73240313978864,Low
3.34,7.94,4.37,1.82,4.77,2,334,0,78.96,89,7.57,4.0,54.0,72.36521542490694,High
8.46,2.45,2.22,4.25,4.78,7,390,8,63.71,55,7.305,7.0,77.5,90.36531815347274,High
7.94,7.4,7.66,5.26,4.29,12,17,7,87.75,96,7.54,4.0,78.0,72.86928418734162,High
9.74,2.95,5.85,5.81,1.4,1,29,18,92.42,74,7.355,6.0,45.5,98.79270566142505,High
6.73,5.51,1.8,5.71,1.21,6,437,3,86.2,75,6.21,2.0,23.5,78.49589697697384,High
5.76,10.46,7.96,2.26,1.36,4,149,4,70.17,88,6.08,4.5,68.5,55.688086510083,Medium
3.31,1.92,0.08,5.25,3.09,1,143,16,70.16,33,7.675,5.0,92.0,76.00873251043885,High
1.23,4.66,4.61,3.29,0.81,10,499,11,48.51,53,6.69,2.5,43.0,67.6066340523276,Medium
6.37,6.96,5.48,2.23,4.29,3,290,12,77.29,44,7.11,6.5,51.5,59.24579791004721,Medium
5.14,10.51,1.46,5.44,4.77,13,90,13,60.54,30,7.63,4.5,25.5,60.00103560381294,Medium
7.71,9.46,0.41,3.65,4.72,11,257,16,44.68,79,6.63,8.0,44.0,79.14422813033144,High
4.41,5.38,0.06,4.62,6.0,9,30,19,79.88,82,8.3,5.0,88.0,100.0,High
9.86,6.24,7.41,1.51,5.33,13,360,18,78.73,76,4.550000000000001,8.5,55.0,57.86713029312827,Medium
4.28,10.23,4.66,2.37,5.11,1,411,6,41.99,57,8.085,3.5,74.0,47.95295893932399,Low
3.66,10.59,1.37,0.29,0.15,2,361,13,98.88,40,5.125,5.5,80.5,50.14299488536064,Medium
8.77,6.58,4.93,0.76,4.2,13,285,10,44.16,57,5.925,4.5,47.5,57.01990515141932,Medium
4.26,2.79,0.02,3.9,3.56,11,495,6,50.98,30,7.295,2.5,37.5,72.76066624939604,High
8.77,6.23,2.99,1.33,4.25,4,292,14,82.39,35,7.824999999999999,3.5,52.5,80.71468543133994,High
0.76,11.16,6.14,2.49,1.14,8,48,12,85.81,75,8.885,3.0,48.5,60.321183179516,Medium
7.08,7.52,0.8,2.47,2.82,12,113,4,59.27,56,6.425000000000001,7.0,50.0,48.93497185621967,Low
1.18,9.39,4.83,4.61,0.7,7,297,13,77.92,60,5.8,3.0,51.0,52.23524849438245,Medium
1.91,0.72,2.53,3.4,5.79,5,477,2,60.03,44,6.404999999999999,6.5,51.5,47.094284829141706,Low
7.15,7.8,0.79,4.06,0.27,2,109,14,59.8,70,5.96,4.0,62.0,97.13344975481505,High
3.25,7.38,6.6,0.73,5.62,8,411,0,95.7,35,7.15,5.5,87.0,34.99746311179149,Low
2.5,5.93,4.39,3.64,0.89,7,90,7,82.9,77,7.73,9.0,56.5,60.682943519140686,Medium
8.11,8.31,6.33,3.71,0.65,9,125,19,71.04,67,7.8,4.5,88.5,88.63842133017653,High
9.49,10.43,7.75,3.2,4.94,12,249,13,53.61,55,7.125,2.5,53.0,75.01906318924905,High
2.71,11.19,1.47,0.61,3.9,8,385,1,58.48,91,5.66,8.5,68.0,35.05475800361361,Low
3.51,3.45,1.1,4.63,1.56,2,372,6,94.89,63,6.025,4.0,83.0,74.41595690224462,High
7.28,6.31,7.85,3.27,0.91,9,232,14,73.21,32,6.625,7.5,34.5,69.95018158576889,Medium
8.25,3.97,1.87,3.25,0.46,6,122,12,72.73,83,8.17,3.0,85.0,97.68710443853772,High
9.99,5.31,3.42,5.1,4.32,13,118,18,61.32,31,7.13,5.0,78.0,79.5464473551982,High
3.1,6.24,6.69,1.46,1.01,14,198,7,46.79,71,7.43,4.0,52.5,61.92463294606872,Medium
5.79,9.53,1.84,3.04,2.63,10,70,0,70.42,48,6.5,8.0,52.5,41.0779916430233,Low
1.77,11.03,5.69,4.44,5.54,5,180,14,96.5,65,8.07,3.0,39.0,58.34581430953332,Medium
3.64,7.25,6.29,5.47,4.62,7,427,7,80.19,35,6.875,7.5,51.0,39.5794711322102,Low
0.93,11.91,3.97,5.1,3.27,6,210,19,61.25,49,8.844999999999999,6.0,92.0,42.70289222553377,Low
2.5,7.02,3.9,4.64,4.14,13,488,13,88.23,61,6.835,5.5,51.5,65.97612940906407,Medium
5.31,9.77,1.83,5.24,4.09,8,352,5,93.6,83,5.785,5.5,62.5,63.19615692049702,Medium
2.06,2.1,5.01,1.61,4.12,8,437,2,57.28,59,5.815,2.0,61.0,55.26089106136623,Medium
8.95,0.59,1.61,2.68,4.69,11,97,5,58.43,50,5.66,5.0,50.0,76.23000346250691,High
7.25,0.81,2.1,5.88,5.53,14,370,0,79.56,47,5.37,3.5,64.0,52.88623900311928,Medium
0.76,10.76,4.77,0.09,5.5,11,107,16,71.56,32,6.574999999999999,7.5,85.5,27.423567320137124,Low
8.83,1.36,2.22,5.94,0.95,13,216,14,63.75,75,5.16,5.5,49.5,87.04825629431492,High
9.78,7.55,3.71,0.63,4.14,2,30,19,52.14,32,6.515000000000001,3.0,78.5,83.4453078658811,High
5.27,7.13,7.6,5.46,4.85,8,294,17,57.52,95,5.945,5.5,63.5,82.87495224751308,High
3.49,9.48,4.76,3.37,1.43,3,188,1,56.61,52,5.615,7.5,54.0,34.04399662100744,Low
3.0,4.1,6.01,1.78,5.93,9,231,4,44.05,89,6.835,4.5,80.0,55.80114556993149,Medium
1.33,4.56,5.62,5.7,0.05,1,200,9,43.72,83,6.565,6.5,78.0,67.7926995725099,Medium
5.17,4.56,7.62,3.62,4.41,2,165,7,71.77,74,8.375,4.5,74.5,61.24302615845952,Medium
0.98,2.44,0.85,5.33,3.53,8,86,18,83.7,85,5.365,2.5,70.5,86.31668377903684,High
5.29,2.89,1.47,2.3,0.44,9,55,0,53.26,46,6.835,4.5,51.5,50.81187304329944,Medium
2.9,2.77,5.49,3.93,2.27,5,139,1,87.56,32,7.865,4.0,41.5,55.14031205824784,Medium
5.03,2.18,6.77,2.11,1.98,1,377,14,99.68,72,6.43,4.0,27.5,74.14769422085462,High
4.47,9.37,5.97,5.95,0.1,7,477,10,87.86,51,8.93,3.5,61.0,63.873345419823885,Medium
3.4,7.51,1.18,3.31,3.69,14,261,2,62.21,84,5.16,6.5,70.0,46.90410220402225,Low
4.76,7.05,5.44,4.23,1.19,3,247,18,87.64,34,5.955,7.0,74.5,54.09017745574203,Medium
5.0,8.28,5.03,1.84,2.96,1,251,15,67.04,77,5.105,7.5,62.0,63.98408176565016,Medium
8.42,4.47,4.3,4.62,5.63,9,303,5,58.21,38,5.465,6.5,57.5,45.65103686032906,Low
6.82,8.9,4.51,2.59,1.81,9,397,13,61.09,99,7.904999999999999,3.5,63.5,92.15935332893032,High
4.61,3.65,4.86,5.41,0.76,5,223,4,79.95,56,7.305,2.0,47.0,83.50312661344722,High
9.1,9.9,1.45,3.28,0.47,10,196,12,42.48,58,5.215,6.5,55.5,60.2052660983892,Medium
7.68,7.58,2.66,2.29,1.26,7,74,19,91.5,53,6.16,6.0,68.0,96.13959475958792,High
1.22,9.95,4.9,4.95,5.16,10,199,16,78.05,38,8.065,7.0,77.0,44.15907550584935,Low
1.96,1.13,0.64,3.62,5.61,6,219,8,94.95,50,6.59,4.0,79.0,69.21949211915944,Medium
1.28,10.2,5.68,4.71,1.1,7,241,10,77.77,85,5.145,7.0,81.5,59.23372642284181,Medium
3.53,1.67,5.96,4.21,5.34,7,139,3,86.15,55,5.09,7.5,40.5,51.34755284461173,Medium
4.64,8.19,1.15,2.84,5.5,8,87,19,79.52,47,6.035,5.0,87.0,76.10788173689187,High
5.29,3.12,2.27,3.94,3.84,4,484,0,76.6,62,6.825,6.0,70.5,56.77341571954353,Medium
8.59,1.04,1.85,4.55,2.6,6,447,2,88.92,76,7.705,6.0,80.0,88.10662579195765,High
0.67,3.48,1.68,4.19,3.01,6,49,9,58.05,95,8.785,5.0,42.5,70.08875214089625,Medium
4.57,5.14,2.93,1.93,0.3,3,275,15,40.44,77,8.629999999999999,6.0,80.0,78.88465388195497,High
4.4,2.16,6.04,2.37,2.58,2,303,8,67.14,75,6.705,7.0,23.0,49.281950579227,Low
9.5,1.65,3.25,5.71,4.4,8,272,4,72.43,62,5.075,5.5,59.0,80.63477061451911,High
2.79,11.93,4.28,1.86,4.11,4,143,3,71.98,31,6.145,6.0,81.0,20.439827868874943,Low
1.66,1.41,0.98,4.87,0.26,8,184,2,40.85,50,7.07,6.5,55.5,55.70365616488912,Medium
1.85,2.69,4.92,1.11,2.38,6,219,13,74.56,55,8.379999999999999,5.5,85.5,71.64660407006535,Medium
5.44,3.41,7.99,2.35,5.68,1,361,15,69.72,90,5.125,2.5,77.0,72.94119221754728,High
4.21,4.15,5.83,2.03,5.49,14,483,8,78.23,91,6.285,7.5,51.5,57.83702179386887,Medium
